time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2015-11-10T13:36:45.600Z,35.9825,-96.8077,4.339,3.3,mwr,,53,,0.31,us,us10003wah,2016-02-05T03:16:41.040Z,"3km W of Cushing, Oklahoma",earthquake,2.5,7.4,,5,reviewed,tul,slm
2015-11-10T13:11:29.300Z,36.4721,-98.7516,2.091,3.2,ml,,115,,0.34,us,us10003wab,2016-02-05T03:16:41.040Z,"33km NW of Fairview, Oklahoma",earthquake,1.4,7.6,,,reviewed,tul,tul
2015-11-10T13:10:39.610Z,36.4359,-98.718,5,2.6,mb_lg,,104,0.235,0.51,us,us10003waa,2016-02-05T03:16:41.040Z,"28km NW of Fairview, Oklahoma",earthquake,1.7,2,0.096,28,reviewed,us,us
2015-11-10T13:01:33.500Z,36.9481,-97.8213,4.09,2.7,ml,,64,,0.38,us,us10003wa7,2016-02-05T03:16:41.040Z,"17km NNW of Medford, Oklahoma",earthquake,1.2,6.6,,,reviewed,tul,tul
2015-11-10T08:23:55.800Z,36.7543,-98.0791,6.1,3.5,ml,,69,,0.64,us,us10003w7j,2016-02-05T03:16:41.040Z,"24km E of Cherokee, Oklahoma",earthquake,1.2,6.3,,,reviewed,tul,tul
2015-11-10T07:11:48.330Z,36.4213,-96.928,5,2.7,mb_lg,,47,0.306,0.48,us,us10003w7b,2016-02-05T03:16:41.040Z,"14km NW of Pawnee, Oklahoma",earthquake,0.7,2,0.193,7,reviewed,us,us
2015-11-10T02:14:53.000Z,36.9738,-97.8048,0.686,2.8,ml,,40,,1.27,us,us10003w63,2016-02-05T03:16:40.040Z,"18km WSW of Caldwell, Kansas",earthquake,1,5.1,,,reviewed,tul,tul
2015-11-10T02:14:28.800Z,36.9487,-97.8272,5.135,2.6,ml,,36,,0.37,us,us10003w62,2016-02-05T03:16:40.040Z,"17km NNW of Medford, Oklahoma",earthquake,2.7,9,,,reviewed,tul,tul
2015-11-10T02:12:34.900Z,36.9514,-97.8284,5,2.9,ml,,36,,0.49,us,us10003w61,2016-02-05T03:16:40.040Z,"18km NNW of Medford, Oklahoma",earthquake,1.4,6.2,,,reviewed,tul,tul
2015-11-10T01:37:50.500Z,36.3193,-97.5538,6.25,3.5,ml,,61,,0.42,us,us10003w5z,2016-02-05T03:16:40.040Z,"24km W of Perry, Oklahoma",earthquake,1.5,6.3,,,reviewed,tul,tul
2015-11-10T01:03:22.300Z,36.1919,-98.8005,5,2.7,ml,,166,,0.49,us,us10003w5w,2016-02-05T03:16:40.040Z,"22km NE of Taloga, Oklahoma",earthquake,2.3,1.4,,,reviewed,tul,tul
2015-11-10T00:54:03.700Z,36.412,-97.7759,5.903,2.9,ml,,87,,0.55,us,us10003w5u,2016-02-05T03:16:40.040Z,"9km ENE of Enid, Oklahoma",earthquake,3,7.2,,,reviewed,tul,tul
2015-11-10T00:31:38.820Z,37.0585,-97.5267,5.92,2.6,ml,,106,0.06,0.39,us,us10003w5p,2016-02-05T03:16:40.040Z,"7km ENE of Caldwell, Kansas",earthquake,1.5,6,0.185,17,reviewed,ismp,ismp
2015-11-10T00:05:36.300Z,36.9484,-97.8217,3.87,2.8,ml,,36,,0.48,us,us10003w5f,2016-02-05T03:16:40.040Z,"17km NNW of Medford, Oklahoma",earthquake,0.8,4.8,,,reviewed,tul,tul
2015-11-09T23:48:32.500Z,36.947,-97.8227,3.421,2.5,ml,,36,,0.41,us,us10003w4u,2016-02-05T03:16:40.040Z,"17km NNW of Medford, Oklahoma",earthquake,2.4,7,,,reviewed,tul,tul
2015-11-09T23:35:17.790Z,37.1237,-97.6173,3.91,2.6,ml,,77,0.013,0.28,us,us10003w4l,2016-02-05T03:16:40.040Z,"10km N of Caldwell, Kansas",earthquake,2.6,7.2,0.192,24,reviewed,ismp,ismp
2015-11-09T22:42:06.600Z,37.1223,-97.6172,4.27,3.6,mwr,,77,0.014,0.84,us,us10003w3p,2016-02-05T03:16:40.040Z,"10km N of Caldwell, Kansas",earthquake,2.6,6.4,0.046,45,reviewed,ismp,us
2015-11-09T15:19:14.800Z,36.9438,-97.8364,5.036,2.8,ml,,34,,0.41,us,us10003vyk,2016-02-05T03:16:39.040Z,"17km NNW of Medford, Oklahoma",earthquake,1.2,5.3,,,reviewed,tul,tul
2015-11-09T14:58:55.200Z,36.9416,-97.837,5,2.6,ml,,37,,0.23,us,us10003vyf,2016-02-05T03:16:39.040Z,"17km NNW of Medford, Oklahoma",earthquake,0.9,4.8,,,reviewed,tul,tul
2015-11-09T10:18:09.900Z,36.7605,-98.0766,6.516,3.7,ml,,51,,0.58,us,us10003vxn,2016-02-05T03:16:39.040Z,"25km E of Cherokee, Oklahoma",earthquake,2.2,5.3,,,reviewed,tul,tul
2015-11-09T06:17:42.600Z,36.8489,-97.6892,5,3,ml,,40,,0.59,us,us10003vwm,2016-02-05T03:16:38.040Z,"6km NE of Medford, Oklahoma",earthquake,1.5,7.6,,,reviewed,tul,tul
2015-11-09T04:24:33.900Z,35.9809,-96.8185,4.775,2.7,ml,,57,,0.51,us,us10003vvy,2016-02-05T03:16:38.040Z,"4km W of Cushing, Oklahoma",earthquake,1.5,0.9,,,reviewed,tul,tul
2015-11-08T23:46:56.190Z,36.6246667,-89.5655,11.33,2.81,md,61,22,0.03817,0.12,nm,nm60095387,2016-02-05T03:16:37.040Z,"5km NW of New Madrid, Missouri",earthquake,0.17,0.25,0.167,35,reviewed,nm,nm
2015-11-08T19:59:06.000Z,35.9803,-96.8185,4.192,3.5,ml,,51,,0.49,us,us10003vst,2017-02-03T21:25:37.656Z,"4km W of Cushing, Oklahoma",earthquake,2.3,7,,,reviewed,tul,tul
2015-11-08T16:24:34.700Z,36.9477,-97.832,4.84,2.9,ml,,35,,0.28,us,us10003vrn,2016-02-05T03:16:37.040Z,"17km NNW of Medford, Oklahoma",earthquake,1.6,6.5,,,reviewed,tul,tul
2015-11-08T15:31:17.200Z,36.9306,-97.6867,3.525,2.9,ml,,44,,0.62,us,us10003vr6,2016-02-05T03:16:36.040Z,"13km SSW of Caldwell, Kansas",earthquake,2.3,7.7,,,reviewed,tul,tul
2015-11-08T10:17:14.000Z,36.9472,-97.8405,3.564,2.5,ml,,35,,0.56,us,us10003vps,2016-02-05T03:16:36.040Z,"18km NNW of Medford, Oklahoma",earthquake,3.5,7.8,,,reviewed,tul,tul
2015-11-08T09:33:43.400Z,35.9158,-97.3374,5.411,2.6,ml,,64,,0.55,us,us20004g1i,2016-02-05T03:16:35.040Z,"8km ENE of Guthrie, Oklahoma",earthquake,1.1,7.4,,,reviewed,tul,tul
2015-11-08T08:29:00.000Z,36.9466,-97.836,2.954,3.4,ml,,35,,0.59,us,us10003vpa,2016-02-05T03:16:35.040Z,"17km NNW of Medford, Oklahoma",earthquake,1.7,7.4,,,reviewed,tul,tul
2015-11-08T08:08:55.900Z,36.9432,-97.8267,1.97,2.7,ml,,36,,0.48,us,us10003vp5,2016-02-05T03:16:35.040Z,"17km NNW of Medford, Oklahoma",earthquake,0.8,6.6,,,reviewed,tul,tul
2015-11-08T04:04:21.800Z,36.9506,-97.8375,3.666,3.5,ml,,36,,0.57,us,us10003vnh,2016-02-05T03:16:35.040Z,"18km NNW of Medford, Oklahoma",earthquake,1.5,4.5,,,reviewed,tul,tul
2015-11-08T00:00:58.400Z,35.542,-96.7698,7.185,2.5,ml,,64,,0.61,us,us10003vmt,2016-02-05T03:16:35.040Z,"9km NW of Prague, Oklahoma",earthquake,1.2,4.4,,,reviewed,tul,tul
2015-11-07T23:43:27.900Z,36.9439,-97.8401,4.734,3.6,ml,,34,,0.72,us,us10003vmj,2016-02-05T03:16:35.040Z,"17km NNW of Medford, Oklahoma",earthquake,3.5,7.1,,,reviewed,tul,tul
2015-11-07T22:31:51.500Z,36.9521,-97.8261,1.305,2.7,ml,,49,,0.57,us,us10003vm6,2016-02-05T03:16:35.040Z,"18km NNW of Medford, Oklahoma",earthquake,2,7.8,,,reviewed,tul,tul
2015-11-07T22:13:18.700Z,36.9498,-97.8386,3.207,3.5,ml,,36,,0.59,us,us10003vm1,2016-02-05T03:16:35.040Z,"18km NNW of Medford, Oklahoma",earthquake,3.2,7.1,,,reviewed,tul,tul
2015-11-07T21:29:49.700Z,36.4213,-97.3454,5.51,2.5,ml,,55,,0.43,us,us10003vlv,2016-02-05T03:16:35.040Z,"15km NNW of Perry, Oklahoma",earthquake,1.1,7.5,,,reviewed,tul,tul
2015-11-07T21:07:31.000Z,36.6241,-97.7214,4.963,3.4,ml,,45,,0.58,us,us10003vlk,2016-02-05T03:16:35.040Z,"20km S of Medford, Oklahoma",earthquake,1.4,7.7,,,reviewed,tul,tul
2015-11-07T20:10:55.800Z,36.9412,-97.8353,2.149,3,ml,,37,,0.47,us,us10003vlb,2016-02-05T03:16:35.040Z,"17km NNW of Medford, Oklahoma",earthquake,1.5,7.6,,,reviewed,tul,tul
2015-11-07T19:39:45.410Z,36.9285,-97.8156,4.23,2.6,mb_lg,,35,0.084,0.37,us,us10003vl2,2016-02-05T03:16:35.040Z,"15km NNW of Medford, Oklahoma",earthquake,1.3,7.3,0.132,15,reviewed,us,us
2015-11-07T19:27:33.100Z,36.6554,-98.7167,3.159,3,ml,,140,,0.54,us,us10003vl0,2016-02-05T03:16:35.040Z,"17km SSW of Alva, Oklahoma",earthquake,3.2,7.9,,,reviewed,tul,tul
2015-11-07T19:20:09.300Z,36.9439,-97.843,5,3.1,ml,,34,,0.42,us,us10003vkx,2016-02-05T03:16:34.040Z,"18km NNW of Medford, Oklahoma",earthquake,1.5,2,,,reviewed,tul,tul
2015-11-07T18:40:58.000Z,36.9482,-97.8369,5,3.1,ml,,37,,0.86,us,us10003vkt,2016-02-05T03:16:34.040Z,"18km NNW of Medford, Oklahoma",earthquake,1.2,1.9,,,reviewed,tul,tul
2015-11-07T18:29:13.400Z,36.9468,-97.8368,3.905,3.8,mwr,,35,,1.52,us,us10003vkr,2016-02-05T03:16:34.040Z,"18km NNW of Medford, Oklahoma",earthquake,4.4,4.2,0.046,46,reviewed,tul,us
2015-11-07T16:10:40.900Z,36.9467,-97.8429,2.609,2.9,ml,,35,,0.26,us,us10003vka,2016-02-05T03:16:34.040Z,"18km NNW of Medford, Oklahoma",earthquake,1.6,6.8,,,reviewed,tul,tul
2015-11-07T14:58:18.400Z,36.0973,-97.5265,5.729,2.6,ml,,95,,0.41,us,us10003vk2,2016-02-05T03:16:34.040Z,"17km NNE of Crescent, Oklahoma",earthquake,1.6,7.2,,,reviewed,tul,tul
2015-11-07T14:32:20.380Z,35.0546667,-84.8615,9.42,2.62,md,22,54,0.2476,0.1,se,se60095277,2016-02-05T03:16:34.040Z,"4km S of Wildwood Lake, Tennessee",earthquake,0.22,0.92,0.088,17,reviewed,se,se
2015-11-07T14:08:07.800Z,36.9484,-97.8395,5.633,2.6,ml,,38,,0.66,us,us10003vju,2016-02-05T03:16:34.040Z,"18km NNW of Medford, Oklahoma",earthquake,1,4.7,,,reviewed,tul,tul
2015-11-07T12:32:01.600Z,36.7121,-97.9167,4.77,2.6,ml,,97,,0.63,us,us10003vjj,2016-02-05T03:16:34.040Z,"19km WSW of Medford, Oklahoma",earthquake,1.4,2.2,,,reviewed,tul,tul
2015-11-07T11:57:48.650Z,36.9375,-97.8266,5.26,2.5,mb_lg,,35,0.089,0.31,us,us10003vj9,2016-02-05T03:16:34.040Z,"16km NNW of Medford, Oklahoma",earthquake,1,5,0.228,5,reviewed,us,us
2015-11-07T11:54:03.800Z,36.9495,-97.835,3.644,2.8,ml,,36,,0.58,us,us10003vj7,2016-02-05T03:16:34.040Z,"18km NNW of Medford, Oklahoma",earthquake,1.6,7.7,,,reviewed,tul,tul
2015-11-07T11:34:55.100Z,36.9467,-97.8461,2.14,2.5,ml,,35,,0.53,us,us10003viy,2016-02-05T03:16:34.040Z,"18km NNW of Medford, Oklahoma",earthquake,1.1,6.7,,,reviewed,tul,tul
2015-11-07T11:31:18.500Z,36.9499,-97.8361,4.856,3,ml,,36,,0.54,us,us10003viv,2016-02-05T03:16:34.040Z,"18km NNW of Medford, Oklahoma",earthquake,1.5,7.4,,,reviewed,tul,tul
2015-11-07T11:22:51.600Z,36.7178,-97.8982,6.265,2.7,ml,,52,,0.61,us,us10003viq,2016-02-05T03:16:34.040Z,"17km SW of Medford, Oklahoma",earthquake,1.4,4.6,,,reviewed,tul,tul
2015-11-07T11:17:59.000Z,36.9473,-97.8492,4.154,2.9,ml,,39,,0.67,us,us10003xg4,2016-02-05T03:16:34.040Z,"18km NNW of Medford, Oklahoma",earthquake,1.1,5.7,,,reviewed,tul,tul
2015-11-07T11:11:53.900Z,36.9528,-97.8552,5,4.1,mwr,,39,,0.81,us,us10003vin,2017-02-03T20:31:54.932Z,"19km NNW of Medford, Oklahoma",earthquake,3.9,1.9,0.041,56,reviewed,tul,us
2015-11-07T06:59:46.470Z,37.4177,-97.9778,1.24,2.9,mb_lg,,137,0.121,0.3,us,us10003vge,2016-02-05T03:16:33.040Z,"15km NNE of Harper, Kansas",earthquake,1.6,7.6,0.154,11,reviewed,us,us
2015-11-07T05:51:14.800Z,36.1496,-97.4896,4.41,2.5,ml,,73,,0.62,us,us10003vfz,2016-02-05T03:16:33.040Z,"23km SW of Perry, Oklahoma",earthquake,1.4,7.7,,,reviewed,tul,tul
2015-11-07T05:30:10.100Z,36.4238,-97.3357,5,3,ml,,44,,0.57,us,us10003vfw,2016-02-05T03:16:33.040Z,"15km NNW of Perry, Oklahoma",earthquake,1.2,2,,,reviewed,tul,tul
2015-11-07T04:50:08.500Z,36.2639,-97.2395,3.81,3.5,mb_lg,,18,0.439,0.64,us,us10003vfn,2016-02-05T03:16:33.040Z,"5km ESE of Perry, Oklahoma",earthquake,1,7.6,0.048,112,reviewed,us,us
2015-11-07T00:01:11.900Z,36.3313,-97.7288,5,2.5,ml,,102,,0.4,us,us10003ver,2016-02-05T03:16:33.040Z,"15km ESE of Enid, Oklahoma",earthquake,0.9,7.5,,,reviewed,tul,tul
2015-11-06T21:15:22.830Z,35.314,-91.7653333,0.02,2.59,md,33,58,0.07184,0.29,nm,nm60095217,2016-02-05T03:16:33.040Z,"7km NNW of Searcy, Arkansas",earthquake,0.29,0.92,0.2,22,reviewed,nm,nm
2015-11-06T20:20:31.200Z,36.123,-97.0609,6.844,2.9,ml,,51,,0.73,us,us10003vcp,2016-02-05T03:16:33.040Z,"0km NNW of Stillwater, Oklahoma",earthquake,1.3,7,,,reviewed,tul,tul
2015-11-06T09:23:14.900Z,36.9155,-98.1452,6.701,2.6,ml,,111,,0.18,us,us10003v6i,2016-02-05T03:16:32.040Z,"25km NE of Cherokee, Oklahoma",earthquake,1.1,4.1,,,reviewed,tul,tul
2015-11-06T08:47:35.700Z,36.8018,-97.661,3.623,2.6,ml,,48,,0.32,us,us10003v5c,2016-02-05T03:16:32.040Z,"6km E of Medford, Oklahoma",earthquake,1.3,6.7,,,reviewed,tul,tul
2015-11-06T06:25:59.500Z,35.6421,-98.0139,1.992,2.7,ml,,98,,0.68,us,us10003v4u,2016-02-05T03:16:32.040Z,"9km SSW of Okarche, Oklahoma",earthquake,0.9,8.1,,,reviewed,tul,tul
2015-11-06T05:35:37.900Z,36.7619,-98.0678,5.104,2.9,ml,,47,,0.17,us,us10003v4d,2016-02-05T03:16:32.040Z,"25km E of Cherokee, Oklahoma",earthquake,1.2,4.8,,,reviewed,tul,tul
2015-11-06T02:47:56.800Z,36.7614,-98.0738,5.87,2.7,ml,,69,,0.52,us,us10003v3k,2016-02-05T03:16:32.040Z,"25km E of Cherokee, Oklahoma",earthquake,1.9,7.2,,,reviewed,tul,tul
2015-11-06T00:36:27.200Z,36.9428,-97.8467,3.566,2.6,ml,,34,,0.36,us,us10003v2b,2016-02-05T03:16:31.040Z,"18km NNW of Medford, Oklahoma",earthquake,1.1,5.5,,,reviewed,tul,tul
2015-11-06T00:34:19.500Z,36.9474,-97.8529,5,2.7,ml,,40,,0.4,us,us10003v29,2016-02-05T03:16:31.040Z,"18km NW of Medford, Oklahoma",earthquake,1.3,1.8,,,reviewed,tul,tul
2015-11-06T00:31:23.100Z,36.9474,-97.8521,5.617,2.9,ml,,36,,0.3,us,us10003v28,2016-02-05T03:16:31.040Z,"18km NW of Medford, Oklahoma",earthquake,1.2,5.3,,,reviewed,tul,tul
2015-11-05T22:28:35.800Z,36.9418,-97.844,2.155,2.7,ml,,34,,0.4,us,us10003v18,2016-02-05T03:16:31.040Z,"17km NNW of Medford, Oklahoma",earthquake,1.6,7.2,,,reviewed,tul,tul
2015-11-05T21:58:28.500Z,36.7704,-97.8691,6.055,2.8,ml,,49,,0.45,us,us10003v0j,2016-02-05T03:16:31.040Z,"12km WSW of Medford, Oklahoma",earthquake,1.4,5.6,,,reviewed,tul,tul
2015-11-05T20:09:00.200Z,36.6252,-97.723,6.453,2.5,ml,,63,,0.8,us,us10003uzz,2016-02-05T03:16:31.040Z,"20km S of Medford, Oklahoma",earthquake,1.1,7.2,,,reviewed,tul,tul
2015-11-05T18:58:01.900Z,36.6259,-97.7219,4.74,2.6,ml,,45,,0.56,us,us10003uyf,2016-02-05T03:16:31.040Z,"20km S of Medford, Oklahoma",earthquake,1.3,7.2,,,reviewed,tul,tul
2015-11-05T17:44:43.900Z,36.7222,-97.91,5.812,2.9,ml,,49,,0.53,us,us10003uxc,2016-02-05T03:16:31.040Z,"18km WSW of Medford, Oklahoma",earthquake,1.5,7.4,,,reviewed,tul,tul
2015-11-05T06:50:21.800Z,36.9421,-97.8489,1.978,2.5,ml,,35,,0.34,us,us10003uud,2016-02-05T03:16:30.040Z,"18km NW of Medford, Oklahoma",earthquake,0.8,6.1,,,reviewed,tul,tul
2015-11-05T03:34:08.990Z,37.0339,-98.8743,2.1,2.5,mb_lg,,112,0.579,0.39,us,us10003utv,2016-02-05T03:16:30.040Z,"31km NW of Alva, Oklahoma",earthquake,2.5,2.1,0.08,41,reviewed,us,us
2015-11-04T23:11:10.400Z,35.8622,-97.3611,2.913,2.7,ml,,62,,0.64,us,us10003us3,2016-01-30T02:11:08.040Z,"6km ESE of Guthrie, Oklahoma",earthquake,1.5,7.7,,,reviewed,tul,tul
2015-11-04T22:21:19.500Z,36.8986,-97.4983,4.852,2.5,ml,,80,,0.67,us,us10003ur8,2016-01-30T02:11:08.040Z,"17km SSE of Caldwell, Kansas",earthquake,1.1,6.2,,,reviewed,tul,tul
2015-11-04T21:55:15.500Z,35.8551,-97.353,5.098,2.6,ml,,57,,0.5,us,us10003uqw,2016-01-30T02:11:08.040Z,"7km ESE of Guthrie, Oklahoma",earthquake,1.6,0.7,,,reviewed,tul,tul
2015-11-04T16:38:48.800Z,36.9444,-97.8404,2.642,3.2,ml,,34,,0.55,us,us200041z6,2016-01-30T02:11:07.040Z,"17km NNW of Medford, Oklahoma",earthquake,1.1,6.8,,,reviewed,tul,tul
2015-11-04T15:18:30.800Z,35.8546,-97.3538,5.669,2.7,ml,,89,,0.73,us,us10003uqg,2016-01-30T02:11:07.040Z,"7km ESE of Guthrie, Oklahoma",earthquake,1.3,3.8,,,reviewed,tul,tul
2015-11-04T15:16:39.200Z,36.9436,-97.8458,2.888,3.2,ml,,34,,0.56,us,us200041ym,2016-01-30T02:11:07.040Z,"18km NNW of Medford, Oklahoma",earthquake,1.5,1,,,reviewed,tul,tul
2015-11-04T14:08:37.100Z,35.8594,-97.3595,5.596,2.5,ml,,61,,0.49,us,us10003xld,2016-01-30T02:11:07.040Z,"6km ESE of Guthrie, Oklahoma",earthquake,1.3,4.9,,,reviewed,tul,tul
2015-11-04T13:58:05.700Z,35.8547,-97.3522,5.419,2.7,ml,,57,,0.51,us,us200041x4,2016-01-30T02:11:07.040Z,"7km ESE of Guthrie, Oklahoma",earthquake,1.2,4.6,,,reviewed,tul,tul
2015-11-04T11:00:52.070Z,37.5625,-78.4306667,7.49,2.64,md,14,54,0.4597,0.2,se,se60121016,2016-01-30T02:11:07.040Z,"11km E of Buckingham, Virginia",earthquake,0.33,0.87,0.046,7,reviewed,se,se
2015-11-04T09:58:56.100Z,35.9095,-97.3336,5.83,2.5,ml,,85,,0.74,us,us200041w2,2016-01-30T02:11:07.040Z,"8km ENE of Guthrie, Oklahoma",earthquake,1.2,6.4,,,reviewed,tul,tul
2015-11-04T08:03:05.900Z,36.6379,-97.6951,6.128,2.5,ml,,47,,0.54,us,us200041vh,2016-01-30T02:11:06.040Z,"19km S of Medford, Oklahoma",earthquake,1.4,6.2,,,reviewed,tul,tul
2015-11-04T07:26:07.400Z,36.637,-97.6967,3.343,2.6,ml,,61,,0.61,us,us200041va,2016-01-30T02:11:06.040Z,"19km S of Medford, Oklahoma",earthquake,1.2,7.6,,,reviewed,tul,tul
2015-11-04T02:48:06.400Z,36.2977,-97.1748,9.759,3,ml,,53,,0.79,us,us200041tq,2016-01-30T02:11:05.040Z,"10km E of Perry, Oklahoma",earthquake,0.9,7.5,,,reviewed,tul,tul
2015-11-03T17:55:08.600Z,36.3207,-97.5524,3.917,3.1,ml,,61,,0.39,us,us200041ri,2016-01-30T02:11:05.040Z,"23km W of Perry, Oklahoma",earthquake,1.2,7.9,,,reviewed,tul,tul
2015-11-03T16:32:03.500Z,35.9135,-97.2423,6.601,3.3,ml,,53,,0.53,us,us200041mg,2016-01-30T02:11:05.040Z,"3km SSE of Langston, Oklahoma",earthquake,1.7,7.6,,,reviewed,tul,tul
2015-11-03T16:22:47.600Z,36.7665,-98.0791,5.864,3.2,ml,,68,,0.73,us,us200041lr,2016-01-30T02:11:05.040Z,"24km E of Cherokee, Oklahoma",earthquake,1.8,5,,,reviewed,tul,tul
2015-11-03T14:05:50.900Z,35.8192,-97.4358,5.9,2.5,ml,,68,,0.49,us,us10003xlu,2016-01-30T02:11:04.040Z,"6km S of Guthrie, Oklahoma",earthquake,1.3,6.3,,,reviewed,tul,tul
2015-11-03T06:56:55.900Z,36.4741,-98.7533,5,2.5,ml,,116,,0.9,us,us10003uvy,2016-01-30T02:11:04.040Z,"33km NW of Fairview, Oklahoma",earthquake,3.4,2,,,reviewed,tul,tul
2015-11-03T06:30:18.800Z,35.9197,-97.3363,4.893,2.7,ml,,64,,0.57,us,us10003xlg,2016-01-30T02:11:04.040Z,"7km WSW of Langston, Oklahoma",earthquake,1.2,7.2,,,reviewed,tul,tul
2015-11-03T03:35:47.700Z,36.7704,-98.559,6.232,2.6,ml,,113,,0.33,us,us10003urv,2016-01-30T02:11:04.040Z,"10km ESE of Alva, Oklahoma",earthquake,2,7.7,,,reviewed,tul,tul
2015-11-02T20:25:39.300Z,36.9068,-98.1551,6.055,2.7,ml,,140,,0.28,us,us10003uqm,2016-01-30T02:11:04.040Z,"24km NE of Cherokee, Oklahoma",earthquake,2.1,7.6,,,reviewed,tul,tul
2015-11-02T17:44:14.500Z,35.9199,-97.3269,5,3,ml,,64,,0.72,us,us10003xlt,2016-01-30T02:11:03.040Z,"7km WSW of Langston, Oklahoma",earthquake,1.4,7.6,,,reviewed,tul,tul
2015-11-02T17:35:39.400Z,35.9181,-97.3303,7.158,3.7,ml,,64,,0.72,us,us200041cz,2016-01-30T02:11:03.040Z,"7km WSW of Langston, Oklahoma",earthquake,1,6,,,reviewed,tul,tul
2015-11-02T17:14:36.100Z,35.7508,-97.3625,3.515,2.8,ml,,38,,0.45,us,us200041ex,2016-01-30T02:11:03.040Z,"15km NE of Edmond, Oklahoma",earthquake,1.7,6.6,,,reviewed,tul,tul
2015-11-02T16:57:36.700Z,35.9198,-97.3312,5.373,3.9,mwr,,64,,0.91,us,us200041bv,2016-01-30T02:11:03.040Z,"7km WSW of Langston, Oklahoma",earthquake,2.6,5.1,0.039,62,reviewed,tul,us
2015-11-02T05:12:51.600Z,36.4443,-97.7207,4.154,2.5,ml,,84,,0.27,us,us10003xlf,2016-01-30T02:11:01.040Z,"15km ENE of Enid, Oklahoma",earthquake,1.9,7.5,,,reviewed,tul,tul
2015-11-01T17:17:35.100Z,36.3984,-98.653,1.369,2.7,ml,,232,,0.48,us,us2000420n,2016-01-30T02:11:01.040Z,"21km NW of Fairview, Oklahoma",earthquake,2,7.6,,,reviewed,tul,tul
2015-11-01T14:14:42.500Z,36.8926,-97.6877,2.89,2.6,ml,,34,,0.31,us,us10003xl7,2016-01-30T02:11:01.040Z,"10km NNE of Medford, Oklahoma",earthquake,1.3,7.7,,,reviewed,tul,tul
2015-11-01T10:28:04.400Z,36.8975,-97.6858,5.094,2.6,ml,,38,,0.41,us,us200041st,2016-01-30T02:11:00.040Z,"10km NNE of Medford, Oklahoma",earthquake,1.2,6.2,,,reviewed,tul,tul
2015-11-01T10:11:44.500Z,36.9025,-97.6948,7.096,2.9,ml,,52,,0.51,us,us20004fvw,2016-01-30T02:11:00.040Z,"11km NNE of Medford, Oklahoma",earthquake,1.3,5.4,,,reviewed,tul,tul
2015-11-01T09:22:53.800Z,36.8943,-97.6757,1.116,2.9,ml,,37,,0.6,us,us2000416c,2016-01-30T02:11:00.040Z,"10km NNE of Medford, Oklahoma",earthquake,1.3,7.7,,,reviewed,tul,tul
2015-11-01T07:32:29.000Z,36.526,-98.9885,4.637,2.7,ml,,162,,0.27,us,us200041cy,2016-01-30T02:11:00.040Z,"21km ENE of Mooreland, Oklahoma",earthquake,3.8,6.9,,,reviewed,tul,tul
2015-11-01T06:08:04.500Z,36.9433,-97.8516,3.053,2.5,ml,,34,,0.36,us,us10003xl8,2016-01-30T02:11:00.040Z,"18km NW of Medford, Oklahoma",earthquake,2.5,7.4,,,reviewed,tul,tul
2015-11-01T00:04:31.900Z,36.2827,-97.5141,4.86,2.8,ml,,86,,0.48,us,us2000414w,2016-01-30T02:11:00.040Z,"20km W of Perry, Oklahoma",earthquake,1.8,7.8,,,reviewed,tul,tul
2015-10-31T23:34:33.900Z,36.7807,-98.655,5,2.8,ml,,122,,0.53,us,us2000418j,2016-01-30T02:10:59.040Z,"2km SSE of Alva, Oklahoma",earthquake,1.9,7.6,,,reviewed,tul,tul
2015-10-31T20:35:14.000Z,36.4862,-98.2079,1.79,2.7,ml,,88,,0.6,us,us200041nr,2016-01-30T02:10:59.040Z,"8km SE of Helena, Oklahoma",earthquake,2.3,7.7,,,reviewed,tul,tul
2015-10-31T17:14:19.550Z,37.0002,-97.587,8.31,2.9,mb_lg,,28,0.088,0.31,us,us200041h1,2016-01-30T02:10:59.040Z,"3km SSE of Caldwell, Kansas",earthquake,0.8,3.2,0.295,3,reviewed,us,us
2015-10-31T08:07:22.400Z,35.9873,-96.8005,4.862,2.6,ml,,54,,0.57,us,us20004189,2016-01-30T02:10:58.040Z,"3km W of Cushing, Oklahoma",earthquake,1.6,2.7,,,reviewed,tul,tul
2015-10-31T06:14:04.900Z,35.9872,-96.7981,4.66,3.5,ml,,55,,0.7,us,us2000411m,2016-01-30T02:10:58.040Z,"2km W of Cushing, Oklahoma",earthquake,2,5,,,reviewed,tul,tul
2015-10-31T04:17:51.920Z,37.0468,-97.7438,3.43,2.6,ml,,77,0.017,0.42,us,us2000410t,2016-01-30T02:10:58.040Z,"12km W of Caldwell, Kansas",earthquake,1.4,7.8,0.17,24,reviewed,ismp,ismp
2015-10-31T03:57:41.300Z,36.779,-98.6541,5,2.6,ml,,122,,0.4,us,us200041l5,2016-01-30T02:10:58.040Z,"3km SSE of Alva, Oklahoma",earthquake,2.1,7.9,,,reviewed,tul,tul
2015-10-30T23:32:58.600Z,36.5378,-97.2028,7.125,2.5,ml,,58,,0.53,us,us10003xlr,2016-01-30T02:10:58.040Z,"18km SSE of Tonkawa, Oklahoma",earthquake,1.5,7,,,reviewed,tul,tul
